branch,x,cp_min,cp_max,u_model
pressure,0.6285049162581454,0.23044396408160064,0.25065374338442686,0.01010488965141311
pressure,0.6309894921741854,0.23052549107836923,0.25101787757507565,0.010246193248353214
pressure,0.6334740680902256,0.2306070180751378,0.2513820117657245,0.010387496845293345
pressure,0.6359586440062657,0.2306885450719064,0.2517461459563733,0.010528800442233449
pressure,0.6384432199223058,0.23077007206867498,0.2521102801470221,0.010670104039173553
pressure,0.6409277958383459,0.23085159906544359,0.25247441433767087,0.010811407636113643
pressure,0.6434123717543859,0.23113662157918755,0.2532107847652986,0.01103708159305554
pressure,0.645896947670426,0.23149407514996545,0.2540796468787948,0.011292785864414678
pressure,0.6483815235864662,0.23185152872074338,0.254948508992291,0.011548490135773803
pressure,0.6508660995025063,0.2322089822915213,0.2558173711057872,0.011804194407132942
pressure,0.6533506754185464,0.2325664358622992,0.25668623321928336,0.012059898678492081
pressure,0.6558352513345864,0.2329238894330771,0.2575550953327795,0.012315602949851193
pressure,0.6583198272506265,0.23328134300385503,0.25842395744627567,0.012571307221210318
pressure,0.6608044031666667,0.2345275264304109,0.2595995532847152,0.012536013427152146
pressure,0.6632889790827068,0.23579576778842293,0.260782762135631,0.01249349717360404
pressure,0.6657735549987469,0.23706400914643494,0.2619659709865469,0.012450980920055976
pressure,0.668258130914787,0.23833225050444698,0.2631491798374627,0.01240846466650787
pressure,0.670742706830827,0.23960049186245894,0.2643323886883785,0.012365948412959779
pressure,0.6732272827468672,0.24086873322047095,0.2655155975392943,0.012323432159411687
pressure,0.6757118586629073,0.2420296084850029,0.2666773521296237,0.012323871822310387
pressure,0.6781964345789474,0.24279534469673172,0.26776014868085546,0.012482401992061867
pressure,0.6806810104949875,0.24356108090846054,0.2688429452320873,0.012640932161813376
pressure,0.6831655864110275,0.2443268171201893,0.2699257417833191,0.012799462331564884
pressure,0.6856501623270677,0.24509255333191812,0.2710085383345509,0.012957992501316393
pressure,0.6881347382431078,0.24585828954364694,0.27209133488578274,0.013116522671067901
pressure,0.6906193141591479,0.24662402575537576,0.2731741314370145,0.013275052840819382
pressure,0.693103890075188,0.247515759916777,0.27448588681831326,0.013485063450768137
pressure,0.695588465991228,0.24856053547304585,0.2760757433815106,0.013757603954232367
pressure,0.6980730419072682,0.24960531102931477,0.27766559994470796,0.014030144457696597
pressure,0.7005576178233083,0.2506500865855837,0.27925545650790534,0.014302684961160828
pressure,0.7030421937393484,0.2516948621418526,0.2808453130711028,0.014575225464625086
pressure,0.7055267696553885,0.2527396376981215,0.28243516963430015,0.014847765968089316
pressure,0.7080113455714285,0.2537844132543904,0.2840250261974975,0.015120306471553546
pressure,0.7104959214874687,0.25549690797046554,0.2858674657553292,0.01518527889243182
pressure,0.7129804974035088,0.25751303903417755,0.287824764048064,0.01515586250694323
pressure,0.7154650733195489,0.2595291700978895,0.28978206234079884,0.015126446121454667
pressure,0.717949649235589,0.2615453011616015,0.2917393606335337,0.015097029735966078
pressure,0.720434225151629,0.2635614322253134,0.29369665892626845,0.015067613350477516
pressure,0.7229188010676691,0.26557756328902543,0.2956539572190033,0.015038196964988926
pressure,0.7254033769837093,0.2675936943527374,0.2976112555117381,0.015008780579500364
pressure,0.7278879528997494,0.26954711803184345,0.2994223608056624,0.014937621386909489
pressure,0.7303725288157895,0.27149527158276854,0.30122117957467837,0.014862953995954914
pressure,0.7328571047318296,0.27344342513369363,0.3030199983436943,0.01478828660500034
pressure,0.7353416806478696,0.2753915786846186,0.3048188171127102,0.014713619214045792
pressure,0.7378262565639098,0.27733973223554365,0.3066176358817262,0.014638951823091273
pressure,0.7403108324799499,0.27928788578646874,0.30841645465074213,0.014564284432136698
pressure,0.74279540839599,0.28125413037396213,0.3102125842754315,0.014479226950734697
pressure,0.7452799843120301,0.28331596020037786,0.3119945056206794,0.014339272710150758
pressure,0.7477645602280701,0.2853777900267935,0.31377642696592717,0.014199318469566846
pressure,0.7502491361441103,0.2874396198532092,0.31555834831117496,0.014059364228982879
