(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "crvs")
0.0814433	-1.76857
0.0980617	-1.8361
0.114836	-1.83369
0.131689	-1.84539
0.148638	-1.91787
0.165676	-2.00433
0.182754	-2.00942
0.199809	-1.91703
0.216818	-1.76785
0.233811	-1.61982
0.250773	-1.52278
0.267695	-1.42884
0.2846	-1.34694
0.301459	-1.27064
0.318315	-1.19836
0.335132	-1.13647
0.35195	-1.07595
0.36875	-1.02628
0.385546	-0.979211
0.402342	-0.947491
0.419103	-0.917971
0.435859	-0.881627
0.911518	-0.205722
0.895519	-0.225161
0.879473	-0.243788
0.863388	-0.263397
0.847272	-0.281398
0.83109	-0.30002
0.814899	-0.323084
0.798708	-0.348274
0.782502	-0.367782
0.766207	-0.386614
0.749911	-0.412607
0.733616	-0.437804
0.717282	-0.457137
0.70089	-0.478188
0.684499	-0.506515
0.668107	-0.530434
0.651657	-0.548929
0.635177	-0.572968
0.618697	-0.604042
0.602217	-0.629024
0.585676	-0.652266
0.569129	-0.678458
0.552548	-0.703746
0.535951	-0.731159
0.51933	-0.756807
0.502681	-0.784976
0.48602	-0.810574
0.469319	-0.83833
0.452616	-0.860458
0.435859	-0.881627
0.990617	-0.0668202
0.974509	0.266303
0.958301	0.298213
0.942047	0.318527
0.925694	0.334621
0.909295	0.3486
0.89281	0.356367
0.876265	0.363523
0.859667	0.36924
0.843018	0.361469
0.826287	0.354215
0.809556	0.348064
0.792783	0.334283
0.775999	0.323049
0.759203	0.307938
0.7424	0.293674
0.725596	0.280122
0.708788	0.265653
0.691982	0.25759
0.675181	0.251902
0.65838	0.242734
0.64158	0.239578
0.624788	0.238745
0.607997	0.233543
0.591207	0.23437
0.574427	0.237667
0.557647	0.236231
0.540867	0.232401
0.524088	0.233223
0.507319	0.239896
0.490557	0.243877
0.473794	0.244293
0.457032	0.244106
0.440273	0.250535
0.423529	0.258313
0.406785	0.26179
0.390044	0.269176
0.373314	0.276747
0.356584	0.282029
0.339859	0.292768
0.0406059	0.706265
0.0570164	0.647585
0.0733895	0.594698
0.0898791	0.544436
0.106393	0.504663
0.122962	0.464913
0.139594	0.438761
0.156229	0.417803
0.172906	0.400076
0.189583	0.391174
0.206261	0.380248
0.222938	0.367981
0.239615	0.352745
0.256306	0.335574
0.273016	0.325162
0.289727	0.319929
0.306438	0.312938
0.323148	0.304712
0.339859	0.292768
0.991253	-0.0502965
0.975349	-0.130929
0.959446	-0.152014
0.943517	-0.16884
0.927518	-0.185804
0.911518	-0.205722
0.0814433	-1.76857
0.0650716	-1.7196
0.0488659	-1.8603
0.032753	-2.08894
0.0172303	-2.0084
0.00874508	-1.65723
0.00526768	-1.51647
0.00371507	-1.8314
0.00293877	-1.57947
0.00246644	-1.11196
0.0019941	-1.02254
0.00152177	-1.07884
0.00104943	-0.958874
0.000761791	-0.592259
0.000571343	-0.356577
0.000380895	-0.249614
0.000190448	-0.213245
0	-0.0750301
-2.31976e-05	0.116919
-4.63953e-05	0.198012
-6.95929e-05	0.238197
-9.27905e-05	0.297098
1.06674e-07	0.430017
0.000247306	0.543904
0.000494506	0.596455
0.000741705	0.622529
0.000988904	0.6857
0.0014395	0.762557
0.0023407	0.846787
0.00418605	0.930112
0.00978396	0.955216
0.0243517	0.826812
0.0406059	0.706265
)
