(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "crvs")
0.00293877	-3.14423
0.00371507	-3.36694
0.00526768	-3.09273
0.00874509	-3.20681
0.0172303	-3.19001
0.032753	-2.63861
0.0488659	-2.16475
0.0650716	-2.04252
0.0814434	-2.10561
0.0980617	-2.13595
0.114836	-2.11265
0.131689	-2.1337
0.148638	-2.19117
0.165676	-2.2149
0.182754	-2.10364
0.199809	-1.89919
0.216818	-1.71728
0.233811	-1.57808
0.250773	-1.4789
0.267695	-1.38325
0.2846	-1.29571
0.301459	-1.21425
0.318315	-1.14012
0.335132	-1.07532
0.35195	-1.01751
0.36875	-0.970237
0.385546	-0.931664
0.402342	-0.902325
0.419103	-0.872058
0.435859	-0.843555
0.452616	-0.822575
0.469319	-0.79653
0.48602	-0.767268
0.502681	-0.738746
0.51933	-0.708932
0.535951	-0.679879
0.552548	-0.650494
0.569129	-0.622737
0.585676	-0.59583
0.602217	-0.570578
0.618697	-0.543491
0.635177	-0.516519
0.651657	-0.495483
0.668107	-0.474524
0.684499	-0.448442
0.70089	-0.422045
0.717282	-0.399532
0.733616	-0.374837
0.749911	-0.346712
0.766207	-0.320604
0.782502	-0.297747
0.00293877	-3.14423
0.00246644	-2.57704
0.0019941	-2.26864
0.00152177	-2.29035
0.00104943	-2.25808
0.000761791	-1.85318
0.000571343	-1.44078
0.000380895	-1.18302
0.000190448	-1.10846
0	-0.961433
-2.31976e-05	-0.678063
-4.63953e-05	-0.49949
-6.95929e-05	-0.427691
-9.27906e-05	-0.402751
1.06593e-07	-0.21979
0.000247306	0.0259257
0.000494505	0.153556
0.000741705	0.179897
0.000988904	0.291626
0.0014395	0.456942
0.0023407	0.619025
0.00418605	0.812032
0.00978396	0.965459
0.0243517	0.882398
0.0406059	0.740624
0.0570164	0.666023
0.0733895	0.610635
0.0898791	0.559164
0.106393	0.516806
0.122962	0.481251
0.139594	0.457011
0.156229	0.437496
0.172906	0.42226
0.189583	0.410755
0.206261	0.396613
0.222938	0.3805
0.239615	0.363374
0.256306	0.349161
0.273016	0.340957
0.289727	0.334141
0.306438	0.324791
0.323148	0.313554
0.339859	0.301733
0.356584	0.292997
0.373314	0.286411
0.390044	0.278617
0.406785	0.272146
0.423529	0.266532
0.440273	0.259905
0.457032	0.256696
0.473794	0.256123
0.490557	0.253137
0.507319	0.24791
0.524088	0.244302
0.540867	0.245613
0.557647	0.247765
0.574427	0.246614
0.591207	0.244566
0.607997	0.24638
0.624788	0.250109
0.64158	0.25257
0.65838	0.258445
0.675181	0.266446
0.691982	0.273768
0.708788	0.284522
0.725596	0.297763
0.7424	0.309929
0.759203	0.32198
0.775999	0.333272
0.792783	0.343158
0.809556	0.352418
0.826287	0.358646
0.843018	0.363816
0.859667	0.364467
0.876265	0.357916
0.89281	0.348962
0.909295	0.336814
0.925694	0.319973
0.942047	0.301171
0.958301	0.272152
0.974509	0.202916
0.990617	-0.038198
0.991253	-0.0210286
0.975349	-0.0317864
0.959446	-0.0528349
0.943517	-0.0704293
0.927518	-0.08825
0.911518	-0.108566
0.895519	-0.130379
0.879473	-0.152591
0.863388	-0.175825
0.847272	-0.198469
0.83109	-0.220431
0.814899	-0.244572
0.798708	-0.272129
0.782502	-0.297747
)
