(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "crvs")
0.0814433	-1.97495
0.0897525	-2.01694
0.0980617	-2.01792
0.106449	-2.02093
0.114836	-1.99139
0.123263	-1.98244
0.131689	-2.01339
0.140163	-2.0408
0.148638	-2.09315
0.157157	-2.12598
0.165676	-2.16663
0.174215	-2.17821
0.182754	-2.11809
0.191281	-2.06221
0.199809	-1.98415
0.208313	-1.91416
0.216818	-1.80293
0.225314	-1.7158
0.233811	-1.65473
0.242292	-1.60339
0.250773	-1.55838
0.259234	-1.51506
0.267695	-1.45826
0.276148	-1.40886
0.2846	-1.37725
0.29303	-1.34508
0.301459	-1.29454
0.309887	-1.25062
0.318315	-1.22414
0.326724	-1.19772
0.335132	-1.15882
0.343541	-1.12432
0.35195	-1.09947
0.36035	-1.07622
0.36875	-1.04965
0.377148	-1.02549
0.385546	-1.0033
0.393944	-0.984124
0.402342	-0.975289
0.410722	-0.96424
0.419103	-0.943356
0.427481	-0.924029
0.435859	-0.90642
0.911518	-0.211111
0.903519	-0.222968
0.895519	-0.233071
0.887496	-0.24314
0.879473	-0.253459
0.871431	-0.263953
0.863388	-0.274921
0.85533	-0.285963
0.847272	-0.294406
0.839181	-0.30215
0.83109	-0.312984
0.822995	-0.324436
0.814899	-0.337183
0.806803	-0.35088
0.798708	-0.364558
0.790605	-0.378676
0.782502	-0.386051
0.774354	-0.391439
0.766207	-0.403178
0.758059	-0.416078
0.749911	-0.430104
0.741763	-0.445208
0.733616	-0.457339
0.725449	-0.468971
0.717282	-0.477299
0.709086	-0.484215
0.70089	-0.49667
0.692695	-0.510525
0.684499	-0.525936
0.676303	-0.542646
0.668107	-0.552403
0.659882	-0.560249
0.651657	-0.569798
0.643417	-0.579008
0.635177	-0.592407
0.626937	-0.607422
0.618697	-0.62438
0.610457	-0.642886
0.602217	-0.652226
0.593946	-0.659266
0.585676	-0.673869
0.577403	-0.68995
0.569129	-0.70154
0.560839	-0.712376
0.552548	-0.726304
0.54425	-0.741081
0.535951	-0.754573
0.527641	-0.768054
0.51933	-0.78062
0.511006	-0.793142
0.502681	-0.808911
0.49435	-0.825688
0.48602	-0.836266
0.477669	-0.845492
0.469319	-0.863294
0.460967	-0.883309
